Input,slevel,MAPKpp,MI,Smem[0],Smem[1],gdm
0.01,StotNative,0.259920737459673,0.11873023941411015,0.0011005522066505422,0.001111550185170589,8.500000000000001e-07
0.030204081632653063,StotNative,0.26224117038601835,0.26975070240734955,0.0033147270057668956,0.0033256785265504043,8.500000000000001e-07
0.05040816326530612,StotNative,0.26613774973159043,0.4375036296102242,0.00551568440790486,0.005526587783698295,8.500000000000001e-07
0.07061224489795918,StotNative,0.2715254029829126,0.6197775058483144,0.00770270169101597,0.007713555527631805,8.500000000000001e-07
0.09081632653061224,StotNative,0.2783010071571792,0.8118802291812818,0.009875144710709226,0.009885947049844098,8.500000000000001e-07
0.11102040816326529,StotNative,0.28634779471832994,1.0114423637243948,0.012032477176090892,0.012043226374555713,8.500000000000001e-07
0.13122448979591836,StotNative,0.29553988463941006,1.2151413074888704,0.014174266237365077,0.014184960577528057,8.500000000000001e-07
0.15142857142857144,StotNative,0.3057465907272023,1.421545020189743,0.016300182118199464,0.01631082060648275,8.500000000000001e-07
0.1716326530612245,StotNative,0.31683636396011466,1.627143954239318,0.01840999519606111,0.018420576508439486,8.500000000000001e-07
0.19183673469387755,StotNative,0.32868002856221334,1.829778403028273,0.020503568469477908,0.02051409141872907,8.500000000000001e-07
0.2120408163265306,StotNative,0.341153497754941,2.027970554794246,0.022580848652457436,0.022591312379099934,8.500000000000001e-07
0.23224489795918368,StotNative,0.3541397000660412,2.2205110778093413,0.02464185619474106,0.02465226016034262,8.500000000000001e-07
0.2524489795918367,StotNative,0.36752997072889654,2.405484548820035,0.026686674929590506,0.026697018330400647,8.500000000000001e-07
0.2726530612244898,StotNative,0.3812248512898784,2.582716342340687,0.028715440948203393,0.028725723549136797,8.500000000000001e-07
0.29285714285714287,StotNative,0.39513444934306535,2.749352629525264,0.030728334051920436,0.03073855440913643,8.500000000000001e-07
0.3130612244897959,StotNative,0.4091784485097492,2.908091984090172,0.03272556625222606,0.03273572489563928,8.500000000000001e-07
0.333265306122449,StotNative,0.4232858286181822,3.0571689870040655,0.03470737678939166,0.03471747342059108,8.500000000000001e-07
0.35346938775510206,StotNative,0.43739442058440375,3.196499366924485,0.03667402328406839,0.036684057714204014,8.500000000000001e-07
0.3736734693877551,StotNative,0.4514503125188726,3.3259917403906867,0.038625776408569276,0.038635748382820856,8.500000000000001e-07
0.39387755102040817,StotNative,0.4654071992878455,3.447138206273599,0.04056291431689078,0.040572824581456765,8.500000000000001e-07
0.4140816326530612,StotNative,0.4792256944280955,3.558019847692232,0.04248572035562745,0.04249556820697423,8.500000000000001e-07
0.4342857142857143,StotNative,0.492872643015802,3.6608828495890826,0.0443944771188243,0.04440426330612808,8.500000000000001e-07
0.45448979591836736,StotNative,0.5063204552182329,3.75547283152893,0.04628946621845084,0.046299191122129636,8.500000000000001e-07
0.4746938775510204,StotNative,0.5195464729327128,3.840915832012199,0.048170965657297365,0.048180628707553394,8.500000000000001e-07
0.49489795918367346,StotNative,0.5325323822658079,3.919680884145941,0.05003924668397595,0.050048849010219415,8.500000000000001e-07
0.5151020408163265,StotNative,0.5452636718778252,3.990668572128703,0.05189457544602391,0.05190411697905682,8.500000000000001e-07
0.5353061224489796,StotNative,0.5577291411771189,4.054030463576173,0.05373721022326756,0.05374669074790443,8.500000000000001e-07
0.5555102040816327,StotNative,0.569920458978684,4.11090109010835,0.05556740111770406,0.055576820884870565,8.500000000000001e-07
0.5757142857142857,StotNative,0.5818317675919414,4.164557381038307,0.05738538898210643,0.057394750841235055,8.500000000000001e-07
0.5959183673469388,StotNative,0.5934593322587212,4.210134537625523,0.059191409797529834,0.05920071227892283,8.500000000000001e-07
0.6161224489795918,StotNative,0.6048012304953968,4.249768608828218,0.06098568837957036,0.06099493134285315,8.500000000000001e-07
0.6363265306122449,StotNative,0.615857079916604,4.285272209141167,0.06276844131372822,0.06277762589380745,8.500000000000001e-07
0.656530612244898,StotNative,0.6266277987063497,4.315935535435106,0.06453987815224595,0.06454900464206438,8.500000000000001e-07
0.676734693877551,StotNative,0.6371153973524654,4.341786917150544,0.06630020030371478,0.06630926869280147,8.500000000000001e-07
0.6969387755102041,StotNative,0.647322796555084,4.365966968263472,0.06804960008589812,0.0680586130141378,8.500000000000001e-07
0.7171428571428571,StotNative,0.6572536704280166,4.384028295336912,0.06978826600678782,0.06979722171768785,8.500000000000001e-07
0.7373469387755102,StotNative,0.6669123083794015,4.399843607141157,0.07151637567819465,0.07152527576555939,8.500000000000001e-07
0.7575510204081632,StotNative,0.676303498378304,4.409078205977385,0.07323410382435111,0.07324294557005512,8.500000000000001e-07
0.7777551020408163,StotNative,0.6854324251942518,4.417328117400308,0.07494161410710316,0.0749503997986093,8.500000000000001e-07
0.7979591836734694,StotNative,0.6943045821195993,4.423128102907497,0.07663906740721396,0.07664779772210262,8.500000000000001e-07
0.8181632653061224,StotNative,0.7029256970038846,4.424433639947288,0.07832661910932014,0.07833529253254136,8.500000000000001e-07
0.8383673469387755,StotNative,0.7113016675839214,4.427901156092828,0.08000441470478113,0.08001303634282615,8.500000000000001e-07
0.8585714285714285,StotNative,0.7194385081500242,4.427643113926762,0.0816726009725942,0.0816811695638252,8.500000000000001e-07
0.8787755102040816,StotNative,0.7273423004945639,4.421493944313719,0.08333131777468158,0.08333982969163942,8.500000000000001e-07
0.8989795918367347,StotNative,0.7350191575317173,4.4154810517605725,0.08498069620789067,0.08498915365213747,8.500000000000001e-07
0.9191836734693878,StotNative,0.7424751865083453,4.40982133282523,0.0866208653825329,0.08662927156414811,8.500000000000001e-07
0.9393877551020408,StotNative,0.7497164719050555,4.399329415224987,0.08825195419062039,0.08826030532210281,8.500000000000001e-07
0.9595918367346938,StotNative,0.7567490322210011,4.39011215492643,0.08987408042532619,0.0898823801677839,8.500000000000001e-07
0.9797959183673469,StotNative,0.7635788195719408,4.378197854134567,0.09148736440254086,0.09149561126451294,8.500000000000001e-07
1.0,StotNative,0.7702116990788261,4.364599825015394,0.09309191956128705,0.0931001135992925,8.500000000000001e-07
0.01,StotOE,0.3934810898479385,34.66552151032838,0.030346563675197093,0.030645329889978486,8.500000000000001e-07
0.030204081632653063,StotOE,0.7526749328071974,28.629222446019924,0.08879305050789066,0.08907463986492782,8.500000000000001e-07
0.05040816326530612,StotOE,0.9140941328906138,16.548805858720247,0.14400123210445565,0.14426858711805518,8.500000000000001e-07
0.07061224489795918,StotOE,0.9767166518495235,10.190295691051091,0.19651189700342842,0.19676722215324705,8.500000000000001e-07
0.09081632653061224,StotOE,0.997543635876208,6.749451770376756,0.24673405456683636,0.2469790768271312,8.500000000000001e-07
0.11102040816326529,StotOE,0.9990809870634139,4.687857764065608,0.29499344344267453,0.29522956037551096,8.500000000000001e-07
0.13122448979591836,StotOE,0.9910038521131355,3.331717457432724,0.34155469435437724,0.3417830615602117,8.500000000000001e-07
0.15142857142857144,StotOE,0.9779210873368659,2.371775058069798,0.3866365259388525,0.3868581185675411,8.500000000000001e-07
0.1716326530612245,StotOE,0.9622215477380984,1.65448589575912,0.4304229297757654,0.43063858004642913,8.500000000000001e-07
0.19183673469387755,StotOE,0.9452265816981728,1.0985807919223471,0.4730713593248346,0.4732817932002015,8.500000000000001e-07
0.2120408163265306,StotOE,0.9277033447468205,0.6528344840493504,0.5147187599910927,0.5149246045760029,8.500000000000001e-07
0.23224489795918368,StotOE,0.9101127545116513,0.2922851411310708,0.555486028672062,0.5556878555145285,8.500000000000001e-07
0.2524489795918367,StotOE,0.8927377157362228,-0.0034271129724943953,0.5954814350456893,0.5956797556935582,8.500000000000001e-07
0.2726530612244898,StotOE,0.8757533613820074,-0.2477323395380648,0.6348032458567511,0.6349985290449246,8.500000000000001e-07
0.29285714285714287,StotOE,0.8592674726281563,-0.45014017085682617,0.6735418212131649,0.6737345009579162,8.500000000000001e-07
0.3130612244897959,StotOE,0.8433447336544155,-0.6177738304145127,0.7117813068191609,0.7119718076334928,8.500000000000001e-07
0.333265306122449,StotOE,0.8280218188362153,-0.7577318486816609,0.749601093928822,0.7497897720627337,8.500000000000001e-07
0.35346938775510206,StotOE,0.813317070116595,-0.8735178190765157,0.7870769532728504,0.7872641977968633,8.500000000000001e-07
0.3736734693877551,StotOE,0.7992368704448451,-0.9689007258975507,0.8242821814494302,0.8244683599858713,8.500000000000001e-07
0.39387755102040817,StotOE,0.7857799393916348,-1.0479905935897298,0.8612885333440728,0.8614740118734122,8.500000000000001e-07
0.4140816326530612,StotOE,0.7729402903418064,-1.1125023732263604,0.8981671368966158,0.8983522845886412,8.500000000000001e-07
0.4342857142857143,StotOE,0.760709309442445,-1.164631092756674,0.9349893902992557,0.9351745430729539,8.500000000000001e-07
0.45448979591836736,StotOE,0.7490772418235937,-0.5644322593901256,0.9718273503807339,0.9720137454985115,8.500000000000001e-07
0.4746938775510204,StotOE,0.7380343449228993,-1.238812520993313,1.0087568238813382,1.0089431478653552,8.500000000000001e-07
0.49489795918367346,StotOE,0.7275716458840736,-1.263932082430355,1.045854024073083,1.0460415419813915,8.500000000000001e-07
0.5151020408163265,StotOE,0.7176817216334074,-1.2825060411086475,1.0832008524877463,1.0833900239907561,8.500000000000001e-07
0.5353061224489796,StotOE,0.7083592442657177,-1.2941575866530086,1.1208839566577562,1.1210751973241306,8.500000000000001e-07
0.5555102040816327,StotOE,0.6996015400906181,-1.3000028481296508,1.158996303362775,1.159190135035434,8.500000000000001e-07
0.5757142857142857,StotOE,0.691409139615235,-1.3010065115810192,1.1976387239599895,1.1978357125370738,8.500000000000001e-07
0.5959183673469388,StotOE,0.6837863676127338,-1.2963176034252764,1.2369215403610514,1.237122275414097,8.500000000000001e-07
0.6161224489795918,StotOE,0.6767420084187102,-1.286963017451991,1.2769664032800288,1.2771715851054666,8.500000000000001e-07
0.6363265306122449,StotOE,0.6702900836020678,-1.2719119930045963,1.317908523275083,1.3181189293064166,8.500000000000001e-07
0.656530612244898,StotOE,0.6644507720296141,-0.9219695129335073,1.3598984269338197,1.3601163078216139,8.500000000000001e-07
0.676734693877551,StotOE,0.6592515598648055,-1.222398153771868,1.4031082168488334,1.4033317013391493,8.500000000000001e-07
0.6969387755102041,StotOE,0.6547285008945187,-1.1851241352851325,1.4477275194582342,1.4479591031844627,8.500000000000001e-07
0.7171428571428571,StotOE,0.6509278562516515,-1.1364493078444313,1.4939735575489093,1.494214517728183,8.500000000000001e-07
0.7373469387755102,StotOE,0.6479078372904149,-1.0712696485356863,1.5420903368435281,1.5423421503801522,8.500000000000001e-07
0.7575510204081632,StotOE,0.645740495435091,-0.9740967976566868,1.5923509955125714,1.5926152258623143,8.500000000000001e-07
0.7777551020408163,StotOE,0.6445134342785201,-0.7782538852487026,1.6450567024229843,1.6453353074080779,8.500000000000001e-07
0.7979591836734694,StotOE,0.6443307700461054,0.5967737510174767,1.7005299407926553,1.7008276355018621,8.500000000000001e-07
0.8181632653061224,StotOE,0.6453122611217049,0.9656566748709688,1.759105510634391,1.7594218789490832,8.500000000000001e-07
0.8383673469387755,StotOE,0.6475888009716594,1.1149603955537055,1.8210954600522962,1.821432026297727,8.500000000000001e-07
0.8585714285714285,StotOE,0.6512916497290397,1.2277725381244529,1.8867471702791776,1.887105199749134,8.500000000000001e-07
0.8787755102040816,StotOE,0.6565326776709335,1.3215933075530073,1.9561744260334242,1.9565543187920542,8.500000000000001e-07
0.8989795918367347,StotOE,0.6633746449775221,1.3976959053498892,2.0292747932896016,2.029675264087156,8.500000000000001e-07
0.9191836734693878,StotOE,0.6717959255520042,1.454827923402219,2.1056562789436595,2.106074486061047,8.500000000000001e-07
0.9393877551020408,StotOE,0.681662114274669,1.4890984701294605,2.1846156086262662,2.185046877838877,8.500000000000001e-07
0.9595918367346938,StotOE,0.6927214174994498,1.4970584350705256,2.265202612605936,2.2656410418078696,8.500000000000001e-07
0.9797959183673469,StotOE,0.7046331643731899,1.4792770908783286,2.346366651189454,2.3468062254478945,8.500000000000001e-07
1.0,StotOE,0.7170205991248708,1.4394567877491034,2.4271287934572108,2.427564445580783,8.500000000000001e-07
